,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
335,340,285,Race,Chinese,"He believe Malaysia is for the Malays, they struggled for independence only to have Chinese capitalists who are more economically motivated take advantage of them.",0,"['believe', 'malaysia', 'malays', 'struggled', 'independence', 'chinese', 'capitalists', 'economically', 'motivated', 'take', 'advantage']","[304, 228, 1325, 267, 127, 1191, 323, 1970, 999, 2008]"
336,341,286,Race,Multiple,the priority should ALWAYS be for the Malays no matter what,1,"['priority', 'malays', 'matter']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
337,342,287,Gender,Female,prefer Chinese girls because can dress sexy,0,"['prefer', 'chinese', 'girls', 'dress', 'sexy']","[1097, 242, 595, 449, 1085, 138, 280, 692, 2565, 2563]"
338,343,288,Religion,Islam,"May Allah protect us from such ideologies, practice Islam according to the Qur'an and Sunnah and keep us firm on our deen.",0,"['may', 'allah', 'protect', 'ideologies', 'practice', 'islam', 'according', 'quran', 'sunnah', 'keep', 'firm', 'deen']","[134, 1191, 397, 396, 395, 2224, 2538, 1104, 764, 790]"
339,344,289,Race,Chinese,Silence Chinese pig,1,"['silence', 'chinese', 'pig']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
340,345,290,Gender,Male,That's only happened after brothers have been degrading sisters online.,0,"['happened', 'brothers', 'degrading', 'sisters', 'online']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
341,346,290,Gender,Male,They should lead by example and not badmouth sisters.,0,"['lead', 'example', 'badmouth', 'sisters']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
342,347,291,Religion,Multiple,even the worst Muslim is better than the best kaafir.,1,"['worst', 'muslim', 'better', 'best', 'kaafir']","[759, 1545, 1067, 933, 27, 1804, 287, 405, 817, 1944]"
343,348,291,Religion,Multiple,"besides, no matter what a Muslim is, he is better than non-Muslims",1,"['besides', 'matter', 'muslim', 'better', 'nonmuslims']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
344,349,292,Religion,Multiple,The comment section on here is a proof of disgusting non-Muslim mindset.,1,"['comment', 'section', 'proof', 'disgusting', 'nonmuslim', 'mindset']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
345,350,292,Religion,Multiple,Muslim men are flawed for sure but still better than non Muslims 100% because of their belief.,1,"['muslim', 'men', 'flawed', 'sure', 'better', 'non', 'muslims', 'belief']","[1068, 357, 823, 209, 2200, 173, 35, 151, 419, 1119]"
346,351,294,Religion,Islam,"from the point of view of Islam, the one who commits kufr is the worst person on this earth",0,"['point', 'view', 'islam', 'one', 'commits', 'kufr', 'worst', 'person', 'earth']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
347,352,296,Religion,Islam,"You are living proof that being muslim does not make you a better person, based on your beliefs.",0,"['living', 'proof', 'muslim', 'make', 'better', 'person', 'based', 'beliefs']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
348,353,297,Religion,Buddhism,All Buddhists are evil people.,1,"['buddhists', 'evil', 'people']","[280, 894, 526, 1127, 174, 501, 1476, 28, 1691, 1549]"
349,354,297,Religion,Buddhism,Their beliefs are garbage.,1,"['beliefs', 'garbage']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
350,355,298,Religion,Islam,Then why dont muslim men take this advice and better themselves?,1,"['muslim', 'men', 'take', 'advice', 'better']","[92, 203, 171, 16, 669, 407, 537, 524, 1483, 389]"
351,356,298,Religion,Islam,They should treat their women like human atleast ?,1,"['treat', 'women', 'like', 'human', 'atleast']","[718, 1035, 111, 567, 129, 16, 50, 3, 809, 2317]"
352,357,299,Religion,Islam,"Slandering, s3xualizing, name calling, honor k*lling are done by muslim men .",1,"['slandering', 'sxualizing', 'name', 'calling', 'honor', 'k', 'lling', 'done', 'muslim', 'men']","[1008, 2849, 619, 1293, 589, 40, 202, 16, 59, 3]"
353,358,300,Race,Indian,I'm sorry to hear that.,0,"['sorry', 'hear']","[335, 82, 2192, 688, 174, 1251, 37, 19, 85, 3]"
354,359,300,Race,Indian,It's very unfortunate.,0,['unfortunate'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
355,360,300,Race,Indian,I hope your people find a solution.,0,"['hope', 'people', 'find', 'solution']","[304, 228, 1325, 267, 127, 1191, 323, 1970, 999, 2008]"
356,361,301,Gender,Female,Im not afraid to date a single mum,0,"['unafraid', 'date', 'single', 'mum']","[761, 2970, 628, 120, 376, 1659, 1433, 574, 2929, 2846]"
357,362,302,Gender,Male,"The hatred for single mums continues... You know, some of us stayed single till our kids were older, despite options, for many years to, you know, put our kids first...",0,"['hatred', 'single', 'mums', 'continues', 'know', 'stayed', 'single', 'till', 'kids', 'older', 'despite', 'options', 'many', 'years', 'know', 'put', 'kids', 'first']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
358,363,302,Gender,Male,"It's certainly true of me, and the single mums I know, that we have higher standards for male behaviour than other women.",0,"['certainly', 'true', 'single', 'mums', 'know', 'higher', 'standards', 'male', 'behaviour', 'women']","[1316, 19, 1288, 1287, 27, 1317, 572, 56, 55, 252]"
359,364,304,Gender,Female,cool you should have had those higher standards for the man you gave a child to,0,"['cool', 'higher', 'standards', 'man', 'gave', 'child']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
360,365,305,Gender,Female,you should've stayed with your babydaddy,0,"['stayed', 'babydaddy']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
361,366,306,Gender,Male,"And the hatred for men continues, too.",0,"['hatred', 'men', 'continues']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
362,367,308,Gender,Female,WOMEN ARE TOO INTIMIDATED TO ASK ME OUT,0,"['women', 'intimidated', 'ask']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
363,368,311,Gender,Male,Way to show compassion and empathy for your fellow man......well done...just what the world needs more of.,0,"['way', 'show', 'compassion', 'empathy', 'fellow', 'man', 'well', 'done', 'world', 'needs']","[219, 91, 102, 215, 275, 280, 281, 278, 97, 919]"
364,369,312,Gender,Female,Women like me can't be shamed.,0,"['women', 'like', 'differ', 'shamed']","[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
365,370,314,Race,Indian,"once you go black, you never go back",1,"['go', 'black', 'go', 'back']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
366,371,315,Gender,Female,There is NOTHING feminine about American women.,1,"['nothing', 'feminine', 'american', 'women']","[16, 383, 1881, 338, 2120, 2552, 1163, 805, 2226, 1581]"
367,372,315,Gender,Female,American women are literally men.,1,"['american', 'women', 'literally', 'men']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
368,373,316,Gender,Female,Jealous lol most guys would rather have a girl like this then some girly whimpy princess,0,"['jealous', 'guys', 'would', 'rather', 'girl', 'like', 'girly', 'whimpy', 'princess']","[33, 219, 14, 852, 2266, 3, 1047, 168, 1167, 224]"
369,374,317,Gender,Female,High-value American men should become passport bros. Don't they deserve better than the filth they are limited to in their own country�?,1,"['highvalue', 'american', 'men', 'become', 'passport', 'bros', 'deserve', 'better', 'filth', 'limited']","[1559, 1541, 935, 140, 1046, 481, 127, 19, 553, 633]"
370,375,318,Gender,Female,LIBERATE AMERICA FROM TOMBOY OCCUPATION,0,"['liberate', 'america', 'tomboy', 'occupation']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
371,376,319,Gender,Male,Are you homosexual?,0,['homosexual'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
372,377,320,Gender,Male,"I need a real man, not a sissy.",1,"['real', 'man', 'sissy']","[1179, 575, 202, 55, 107, 720, 2343, 2114, 215, 1002]"
373,378,321,Gender,Male,You are such a cuckold,1,['cuckold'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
374,379,323,Gender,Female,Most women look like they are from freak show.,1,"['women', 'look', 'like', 'freak', 'show']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
375,380,325,Gender,Female,She's not allowed to help her family with a building project because she's a woman?,0,"['allowed', 'help', 'family', 'building', 'project', 'woman']","[336, 194, 144, 1686, 1631, 28, 902, 300, 591, 27]"
376,381,326,Gender,Female,Women can't be honest so they make excuses because they don't want to be rude.,0,"['women', 'differ', 'honest', 'make', 'excuses', 'rude']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
377,382,327,Gender,Female,Her frame is malleable... Frame her a horny woman who is trying to suck your cock.,0,"['frame', 'malleable', 'frame', 'horny', 'woman', 'trying', 'suck', 'cock']","[468, 332, 475, 3, 239, 2896, 381, 1187, 203, 1324]"
378,384,328,Gender,Female,The masculine urge to never let a woman into your life again or get to know you again.,1,"['masculine', 'urge', 'let', 'woman', 'life', 'get', 'know']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
379,385,328,Gender,Female,All women do is suck the life and love out of you and leave you with nothing but pain and sadness.,1,"['women', 'suck', 'life', 'love', 'leave', 'nothing', 'pain', 'sadness']","[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
380,386,328,Gender,Female,They don't care about the damage they perform.,1,"['care', 'damage', 'perform']","[537, 1687, 313, 499, 830, 2020, 55, 21, 1272, 16]"
381,387,329,Gender,Male,The masculine urge to never let a man into your life again or get to know you again.,1,"['masculine', 'urge', 'let', 'man', 'life', 'get', 'know']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
382,388,329,Gender,Male,All men do is suck the life and love out of you and leave you with nothing but pain and sadness.,1,"['men', 'suck', 'life', 'love', 'leave', 'nothing', 'pain', 'sadness']","[240, 195, 611, 79, 3, 1190, 569, 894, 85, 1191]"
383,389,329,Gender,Male,They don't care about the damage they perform.,1,"['care', 'damage', 'perform']","[537, 1687, 313, 499, 830, 2020, 55, 21, 1272, 16]"
384,390,330,Gender,Female,There's a difference between a woman and a succubus,0,"['difference', 'woman', 'succubus']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
385,391,331,Gender,Male,Looks don't matter for men.,0,"['looks', 'matter', 'men']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
386,392,332,Gender,Female, Many experiments have shown that even artificially generated women created to be as repulsive looking as possible can get dates from men in online dating.,0,"['many', 'experiments', 'shown', 'artificially', 'generated', 'women', 'created', 'repulsive', 'looking', 'possible', 'get', 'dates', 'men', 'online', 'dating']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
387,393,333,Gender,Female,we shouId not put women our main focus,0,"['shouid', 'put', 'women', 'main', 'focus']","[2369, 7, 882, 437, 1812, 327, 884, 444, 1147, 174]"
388,394,335,Gender,Female, stopped viewing women as conquests and talked to them as people- and more often than not they actively engage in conversation;,0,"['stopped', 'viewing', 'women', 'conquests', 'talked', 'people', 'often', 'actively', 'engage', 'conversation']","[718, 1035, 111, 567, 129, 16, 50, 3, 809, 2317]"
389,395,339,Gender,Female,elicious bootylicious tittylicious bodylicious bitches dress up like hoes during the summer time,1,"['elicious', 'bootylicious', 'tittylicious', 'bodylicious', 'bitches', 'dress', 'like', 'hoes', 'summer', 'time']","[335, 82, 2192, 688, 174, 1251, 37, 19, 85, 3]"
390,396,340,Gender,Female,I've always found bitches very delicious.,1,"['found', 'bitches', 'delicious']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
391,397,340,Gender,Female,I just want to rape them and cook them up and eat them up.,1,"['rape', 'cook', 'eat']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
392,398,341,Gender,Female,I urge to just grab a bitches nice sumptuous delicious jiggly thighs and jiggly tits when they dress like hoes.,1,"['urge', 'grab', 'bitches', 'nice', 'sumptuous', 'delicious', 'jiggly', 'thighs', 'jiggly', 'tits', 'dress', 'like', 'hoes']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
393,399,342,Gender,Female,I should just not give a fuck about this feminazi concentration camp of a world and not care what the bullshit propaganda media says,0,"['give', 'fuck', 'feminazi', 'concentration', 'camp', 'world', 'care', 'bullshit', 'propaganda', 'media', 'says']","[92, 203, 171, 16, 669, 407, 537, 524, 1483, 389]"
394,400,343,Gender,Male,"society hate us, our family hates us, we are the subject of humiliation, jokes at work, our neighbors think we are strange, the media thinks we are all crazy extremists",0,"['society', 'hate', 'family', 'hates', 'subject', 'humiliation', 'jokes', 'work', 'neighbors', 'think', 'strange', 'media', 'thinks', 'crazy', 'extremists']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
395,401,344,Gender,Female,"Even if you do get a girlfriend, she'll be through 30+ chads and will see you as a disposable drop on the bucket.",1,"['get', 'girlfriend', 'chads', 'see', 'disposable', 'drop', 'bucket']","[335, 82, 2192, 688, 174, 1251, 37, 19, 85, 3]"
396,402,346,Gender,Female,"Romance and dating is such a lie, and its feminine Ilogical bs.",1,"['romance', 'dating', 'lie', 'feminine', 'ilogical', 'bs']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
397,403,346,Gender,Female,"Back in the day, w0men were married off, or you as a man go and get a w0men, go raid with your friend (In skyrim).",1,"['back', 'day', 'wmen', 'married', 'man', 'go', 'get', 'wmen', 'go', 'raid', 'friend', 'skyrim']","[197, 174, 363, 19, 1916, 1445, 3, 1259, 1824, 27]"
398,404,347,Gender,Male,"if you don't have woman, you are gay",1,"['woman', 'gay']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
399,405,348,Gender,Female,"women aren't just damaging a woman's long term prospects by accusations of being promiscuous, but artificially inflating the price of sex so actual sluts stand down or hide that shit so other females won't have those expectations from their future beta-husbands.",0,"['women', 'damaging', 'woman', 'long', 'term', 'prospects', 'accusations', 'promiscuous', 'artificially', 'inflating', 'price', 'sex', 'actual', 'sluts', 'stand', 'hide', 'shit', 'females', 'expectations', 'future', 'betahusbands']","[1459, 122, 2485, 1151, 43, 1472, 1463, 1462, 456, 367]"
400,406,349,Race,Malay,"Wow, this sounds just like how malay treat non-malays",0,"['wow', 'sounds', 'like', 'malay', 'treat', 'nonmalays']","[718, 1035, 111, 567, 129, 16, 50, 3, 809, 2317]"
401,407,350,Gender,Female,"Woman is shallow, bitter, and animalistic",1,"['woman', 'shallow', 'bitter', 'animalistic']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
402,408,352,Gender,Male,It's only a problem when males start pointing it out.,0,"['problem', 'males', 'start', 'pointing']","[1643, 497, 1644, 904, 1603, 1642, 1601, 418, 1645, 173]"
403,409,353,Gender,Male, Men are constantly trying to one up each other but we tend to be more obvious about it.,0,"['men', 'constantly', 'trying', 'one', 'tend', 'obvious']","[537, 1687, 313, 499, 830, 2020, 55, 21, 1272, 16]"
404,410,354,Gender,Female,sex is the only thing women have to offer.,1,"['sex', 'thing', 'women', 'offer']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
405,411,355,Race,Indian,i will sell you to apunene if you are naughty,1,"['sell', 'apunene', 'naughty']","[255, 1040, 260, 445, 3, 2253, 251, 406, 258, 215]"
406,412,356,Race,Malay,"If I had one wish, I'd wish for the Malays to be born as minorities in this country.",1,"['one', 'wish', 'wish', 'malays', 'born', 'minorities', 'country']","[1316, 19, 1288, 1287, 27, 1317, 572, 56, 55, 252]"
407,413,357,Race,Multiple,"Malaysia, the country that spell MALAY in it, is for Malay only",1,"['malaysia', 'country', 'spell', 'malay', 'malay']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
408,414,358,Race,Malay,You are lucky that Malay has high tolerance.,0,"['lucky', 'malay', 'high', 'tolerance']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
409,415,360,Race,Chinese,Did they realise that chinese hate them more than malays hate babi/anjing,0,"['realise', 'chinese', 'hate', 'malays', 'hate', 'babi', 'anjing']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
410,416,361,Religion,Islam,I don't really mind if there is non halal malay food.,0,"['really', 'mind', 'non', 'halal', 'malay', 'food']","[1008, 2849, 619, 1293, 589, 40, 202, 16, 59, 3]"
411,417,361,Religion,Islam,"As long it is cater for non Muslim and the restaurant is non halal, it is okay for me.",0,"['long', 'cater', 'non', 'muslim', 'restaurant', 'non', 'halal', 'okay']","[1008, 2849, 619, 1293, 589, 40, 202, 16, 59, 3]"
412,418,361,Religion,Islam,"They will not expect Muslims to go there and eat too, so why the fuss?",0,"['expect', 'muslims', 'go', 'eat', 'fuss']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
413,419,362,Religion,Islam,Vigilantism runs deep in Islam.,0,"['vigilantism', 'runs', 'deep', 'islam']","[135, 866, 865, 323, 23, 2782, 521, 1016, 138, 1955]"
414,420,362,Religion,Islam,"Al-qaeda, isis, hezbullah, hamas.",0,"['alqaeda', 'isis', 'hezbullah', 'hamas']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
415,421,362,Religion,Islam,We are told to fight for islam (jihad) but the prophet put guidelines on how.,0,"['told', 'fight', 'islam', 'jihad', 'prophet', 'put', 'guidelines']","[2369, 7, 882, 437, 1812, 327, 884, 444, 1147, 174]"
416,422,362,Religion,Islam,These people just follow their emotions and called it jihad.,0,"['people', 'follow', 'emotions', 'called', 'jihad']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
417,423,362,Religion,Islam,They will be questioned in the afterlife.,0,"['questioned', 'afterlife']","[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
418,424,363,Race,Indian," if you think the meleis were wrong, why the fuck you go all out to defend that indian lady who behave the same?",0,"['think', 'meleis', 'wrong', 'fuck', 'go', 'defend', 'indian', 'lady', 'behave']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
419,425,364,Race,Multiple,just because korang majority doesn't mean you have the right to say shit like this.,0,"['korang', 'majority', 'mean', 'right', 'say', 'shit', 'like']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
420,426,364,Race,Multiple,they are just as malaysian as you are and have a right to stay in NEGARA ASAL as you.,0,"['malaysian', 'right', 'stay', 'negara', 'asal']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
421,427,366,Race,Unknown,move to other country if you don't want to follow us,1,"['move', 'country', 'follow']","[2606, 1025, 839, 1598, 56, 174, 266, 1069, 953, 1162]"
422,428,367,Race,Chinese,Casual malay finding out cina babi give back to the society by supporting education and sjkc schools,0,"['casual', 'malay', 'finding', 'cina', 'babi', 'give', 'back', 'society', 'supporting', 'education', 'sjkc', 'schools']","[1316, 19, 1288, 1287, 27, 1317, 572, 56, 55, 252]"
423,429,368,Gender,Female,Women are whores and take massive cock by western soyciety,1,"['women', 'whores', 'take', 'massive', 'cock', 'western', 'soyciety']","[468, 332, 475, 3, 239, 2896, 381, 1187, 203, 1324]"
424,430,369,Race,Chinese,"You are not real Chinese, you are mixed",1,"['real', 'chinese', 'mixed']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
425,431,370,Gender,Female,I hope that noodle toilet kills herself with a dog dick stuck in her inflated,1,"['hope', 'noodle', 'toilet', 'kills', 'dog', 'dick', 'stuck', 'inflated']","[304, 228, 1325, 267, 127, 1191, 323, 1970, 999, 2008]"
426,432,371,Race,Malay,We must start the great Race War.,1,"['must', 'start', 'great', 'race', 'war']","[280, 894, 526, 1127, 174, 501, 1476, 28, 1691, 1549]"
427,433,372,Gender,Male,"If this continues to happen, more and more young men are gonna be radicalized in different movements.",0,"['continues', 'happen', 'young', 'men', 'radicalized', 'different', 'movements']","[2008, 3, 620, 201, 16, 756, 752, 498, 841, 2126]"
428,434,373,Race,Chinese,Why doesn't he just go back to China?,1,"['go', 'back', 'china']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
429,435,374,Race,Chinese,The ricecel should have banged her face in with a frying pan for being a traitor to the rice race,1,"['ricecel', 'banged', 'face', 'frying', 'pan', 'traitor', 'rice', 'race']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
430,436,375,Race,Multiple,Too many Chinese and Indian parents think their teens and young adults should be quiet respectful number crunchers and then when they're older wonder why they can't move up the corporate ladder or obtain leadership roles.,0,"['many', 'chinese', 'indian', 'parents', 'think', 'teens', 'young', 'adults', 'quiet', 'respectful', 'number', 'crunchers', 'older', 'wonder', 'move', 'corporate', 'ladder', 'obtain', 'leadership', 'roles']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
431,437,376,Race,Chinese,Chinese people should be exterminated in gas chambers,1,"['chinese', 'people', 'exterminated', 'gas', 'chambers']","[126, 28, 705, 1279, 1191, 2034, 174, 1351, 1350, 1352]"
432,438,377,Religion,Islam,Muslims should be exterminated in gas chambers.,1,"['muslims', 'exterminated', 'gas', 'chambers']","[126, 28, 705, 1279, 1191, 2034, 174, 1351, 1350, 1352]"
433,439,378,Race,Chinese,Japanese people are better than Chinese people.,1,"['japanese', 'people', 'better', 'chinese', 'people']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
434,440,378,Race,Chinese,Chinese people are liars and saidsts.,1,"['chinese', 'people', 'liars', 'saidsts']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
435,441,379,Religion,Islam,Christians are better than Muslims,1,"['christians', 'better', 'muslims']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
436,442,382,Religion,Christianity,Jesus get ass-raped by Romans and it's funny,1,"['jesus', 'get', 'assraped', 'romans', 'funny']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
437,443,383,Religion,Islam,Looking for an anti-islam group.,0,"['looking', 'antiislam', 'group']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
438,444,383,Religion,Islam,Does they exist?,0,['exist'],"[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
439,445,384,Race,Malay,"This whole ""pribumi vs. pendatang"" thing was started by the Malays themselves.",0,"['whole', 'pribumi', 'vs', 'pendatang', 'thing', 'started', 'malays']","[2397, 34, 1491, 120, 96, 28, 26, 425, 1026, 703]"
440,446,385,Race,Malay,No orang asli would call melayu pendatang unless it's you.,0,"['orang', 'asli', 'would', 'call', 'melayu', 'pendatang', 'unless']","[56, 19, 27, 50, 425, 896, 86, 55, 543, 65]"
441,447,385,Race,Malay,Org melayu and asli have lived peacefully together for centuries.,0,"['org', 'melayu', 'asli', 'lived', 'peacefully', 'together', 'centuries']","[1643, 497, 1644, 904, 1603, 1642, 1601, 418, 1645, 173]"
442,448,386,Race,Malaysian,"Wud b nice 2 simply appreciate n thankful v hv a country v can call home, which large majority of Malaysians feel: Malay, Chinese, Indian, Sikh, Bengali, Punjabi, Iban, Kadazan, Bidayuh, Dusun, Org Asli, Serani, Siamese, Portuguese, n all d mixed-race Msians, etc, etc.",0,"['wud', 'b', 'nice', 'simply', 'appreciate', 'n', 'thankful', 'v', 'hv', 'country', 'v', 'call', 'home', 'large', 'majority', 'malaysians', 'feel', 'malay', 'chinese', 'indian', 'sikh', 'bengali', 'punjabi', 'iban', 'kadazan', 'bidayuh', 'dusun', 'org', 'asli', 'serani', 'siamese', 'portuguese', 'n', 'mixedrace', 'msians']","[682, 150, 1386, 1378, 1375, 383, 142, 1663, 2032, 1383]"
443,449,387,Race,Malay,"Since when historicly, archeology and anthropological evidence say that Malay are pendatang?",0,"['since', 'historicly', 'archeology', 'anthropological', 'evidence', 'say', 'malay', 'pendatang']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
444,450,388,Race,Unknown,"keep crying pendatang, your race is always been recognised as pendatang and you guys love to provoke issues about the real bumis",1,"['keep', 'crying', 'pendatang', 'race', 'recognised', 'pendatang', 'guys', 'love', 'provoke', 'issues', 'real', 'bumis']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
445,451,389,Race,Malay,It's very sad that the actual natives of this country are being treated like this in their homeland.,0,"['sad', 'actual', 'natives', 'country', 'treated', 'like', 'homeland']","[468, 332, 475, 3, 239, 2896, 381, 1187, 203, 1324]"
446,452,389,Race,Malay,Like the Native Americans when the Europeans came�.,0,"['like', 'native', 'americans', 'europeans']","[2606, 1025, 839, 1598, 56, 174, 266, 1069, 953, 1162]"
447,453,389,Race,Malay,"Their land, culture, livelihood� all gone.",0,"['land', 'culture', 'gone']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
448,454,390,Race,Multiple,Ask any orang asli.. they see all of us as pendatang disturbing their routine.. in all way.. ?,0,"['ask', 'orang', 'asli', 'see', 'pendatang', 'disturbing', 'routine', 'way']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
449,456,391,Religion,Islam,"How come we're able to police people who want to eat during the day in Ramadan, but we're not able to police people smoking at eateries?",0,"['come', 'able', 'police', 'people', 'eat', 'day', 'ramadan', 'unable', 'police', 'people', 'smoking', 'eateries']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
450,457,392,Religion,Islam,"They're your people (carrying out God's commandments), you tell us why.",0,"['people', 'carrying', 'god', 'commandments', 'tell']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
451,458,393,Race,Indian,"You can build world class infra,  but you can't eliminate third class mentality",0,"['build', 'world', 'class', 'infra', 'necessitate', 'third', 'class', 'mentality']","[36, 0, 747, 702, 605, 1089, 700, 2821, 704, 27]"
452,459,394,Race,Indian,Strict Social Credit System should be applied in India.,0,"['strict', 'social', 'credit', 'system', 'applied', 'india']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
453,460,394,Race,Indian,Look  bad social credit score can make one's life a hell in China.,0,"['look', 'bad', 'social', 'credit', 'score', 'make', 'one', 'life', 'hell', 'china']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
454,461,394,Race,Indian,We need this system ASAP.,0,"['system', 'asap']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
455,462,394,Race,Indian,At least for 2 generations.,0,"['least', 'generations']","[33, 219, 14, 852, 2266, 3, 1047, 168, 1167, 224]"
456,463,395,Race,Indian,I'm sick of seeing all these filthy #Indians  spamming the comment sections under posts,0,"['sick', 'seeing', 'filthy', 'indians', 'spamming', 'comment', 'sections', 'posts']","[1316, 19, 1288, 1287, 27, 1317, 572, 56, 55, 252]"
457,464,396,Gender,Female,These whores always want BBC,1,"['whores', 'bbc']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
458,465,397,Gender,Female,"I had to endure watching those whores brag on about how they lost their virginity at 14-15 or younger, whilst I was rotting on Vidya, YouTube, fapping, and desperately researching ways online to improve my social skills, clothing styles, etc.",0,"['endure', 'watching', 'whores', 'brag', 'lost', 'virginity', 'younger', 'whilst', 'rotting', 'vidya', 'youtube', 'fapping', 'desperately', 'researching', 'ways', 'online', 'improve', 'social', 'skills', 'clothing', 'styles']","[26, 672, 3, 16, 1323, 703, 107, 240, 280, 1035]"
459,466,398,Race,Indian,def raped by an indian,1,"['def', 'raped', 'indian']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
460,467,400,Religion,Islam,Mohammed burning in hell fire !,1,"['mohammed', 'burning', 'hell', 'fire']","[1417, 2128, 876, 218, 675, 674, 448, 1797, 452, 1138]"
461,469,401,Religion,Christianity,Those Christians are kuffar,0,"['christians', 'kuffar']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
462,470,402,Religion,Islam,i want to ask muslims that why has islam failed to teach them morality?,0,"['ask', 'muslims', 'islam', 'failed', 'teach', 'morality']","[1459, 122, 2485, 1151, 43, 1472, 1463, 1462, 456, 367]"
