,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
422,422,362,Religion,Islam,These people just follow their emotions and called it jihad.,0,"['people', 'follow', 'emotion', 'call']","['talk', 'call', 'conversation', 'aggressive', 'feel', 'interaction', 'bs', 'voice', 'uncomfortable', 'impression']"
423,423,362,Religion,Islam,They will be questioned in the afterlife.,0,"['question', 'afterlife']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
424,424,363,Race,Indian," if you think the meleis were wrong, why the fuck you go all out to defend that indian lady who behave the same?",0,"['think', 'mile', 'wrong', 'fuck', 'go', 'defend']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
425,425,364,Race,Multiple,just because korang majority doesn't mean you have the right to say shit like this.,0,"['mean', 'say', 'shit']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
426,426,364,Race,Multiple,they are just as malaysian as you are and have a right to stay in NEGARA ASAL as you.,0,['stay'],"['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
427,427,366,Race,Unknown,move to other country if you don't want to follow us,1,"['move', 'country', 'want', 'follow']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
428,428,367,Race,Chinese,Casual malay finding out cina babi give back to the society by supporting education and sjkc schools,0,"['malay', 'find', 'give', 'society', 'support', 'education', 'sake', 'school']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
429,429,368,Gender,Female,Women are whores and take massive cock by western soyciety,1,"['woman', 'shore', 'take', 'massive', 'cock', 'western', 'society']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
430,430,369,Race,Chinese,"You are not real Chinese, you are mixed",1,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
431,431,370,Gender,Female,I hope that noodle toilet kills herself with a dog dick stuck in her inflated,1,"['hope', 'noble', 'inflate']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
432,432,371,Race,Malay,We must start the great Race War.,1,"['start', 'great', 'face', 'war']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
433,433,372,Gender,Male,"If this continues to happen, more and more young men are gonna be radicalized in different movements.",0,"['continue', 'happen', 'young', 'man', 'donna', 'radicalize', 'different', 'movement']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
434,434,373,Race,Chinese,Why doesn't he just go back to China?,1,"['go', 'back']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
435,435,374,Race,Chinese,The ricecel should have banged her face in with a frying pan for being a traitor to the rice race,1,"['ricecel', 'banged', 'face', 'try', 'rice', 'race']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
436,436,375,Race,Multiple,Too many Chinese and Indian parents think their teens and young adults should be quiet respectful number crunchers and then when they're older wonder why they can't move up the corporate ladder or obtain leadership roles.,0,"['many', 'chinese', 'indian', 'parent', 'think', 'ten', 'young', 'adult', 'quiet', 'respectful', 'number', 'rancher', 'old', 'wonder', 'move', 'corporate', 'ladder', 'obtain', 'leadership', 'role']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
437,437,376,Race,Chinese,Chinese people should be exterminated in gas chambers,1,"['chinese', 'people', 'exterminate', 'gas', 'chamber']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
438,438,377,Religion,Islam,Muslims should be exterminated in gas chambers.,1,"['exterminate', 'gas', 'chamber']","['burn', 'hell', 'slaughter', 'fire', 'special', 'bomb', 'anger', 'guilty', 'retaliation', 'privileged']"
439,439,378,Race,Chinese,Japanese people are better than Chinese people.,1,"['japanese', 'people', 'well', 'chinese', 'people']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
440,440,378,Race,Chinese,Chinese people are liars and saidsts.,1,"['chinese', 'people', 'liar', 'saint']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
441,441,379,Religion,Islam,Christians are better than Muslims,1,"['christian', 'well', 'muslim']","['muslim', 'islamic', 'believe', 'logic', 'eat', 'rape', 'christian', 'majority', 'interfere', 'blatantly']"
442,442,382,Religion,Christianity,Jesus get ass-raped by Romans and it's funny,1,"['get', 'assrapid', 'roman', 'funny']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
443,443,383,Religion,Islam,Looking for an anti-islam group.,0,"['look', 'group']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
444,444,383,Religion,Islam,Does they exist?,0,['exist'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
445,445,384,Race,Malay,"This whole ""pribumi vs. pendatang"" thing was started by the Malays themselves.",0,"['whole', 'pribumi', 'pendatang', 'thing', 'start', 'always']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
446,446,385,Race,Malay,No orang asli would call melayu pendatang unless it's you.,0,"['call', 'delay', 'pendatang']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
447,447,385,Race,Malay,Org melayu and asli have lived peacefully together for centuries.,0,"['live', 'peacefully', 'together', 'century']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
448,448,386,Race,Malaysian,"Wud b nice 2 simply appreciate n thankful v hv a country v can call home, which large majority of Malaysians feel: Malay, Chinese, Indian, Sikh, Bengali, Punjabi, Iban, Kadazan, Bidayuh, Dusun, Org Asli, Serani, Siamese, Portuguese, n all d mixed-race Msians, etc, etc.",0,"['mud', 'b', 'nice', 'simply', 'appreciate', 'thankful', 'country', 'call', 'home', 'large', 'majority', 'malaysian', 'feel', 'indian', 'bengal', 'mixedrace', 'sign']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
449,449,387,Race,Malay,"Since when historicly, archeology and anthropological evidence say that Malay are pendatang?",0,"['historical', 'archeology', 'anthropological', 'evidence', 'say', 'malay', 'pendatang']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
450,450,388,Race,Unknown,"keep crying pendatang, your race is always been recognised as pendatang and you guys love to provoke issues about the real bumis",1,"['keep', 'cry', 'pendatang', 'race', 'always', 'recognise', 'gun', 'love', 'provoke', 'issue', 'real', 'boris']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
451,451,389,Race,Malay,It's very sad that the actual natives of this country are being treated like this in their homeland.,0,"['sad', 'actual', 'native', 'country', 'treat', 'holland']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
452,452,389,Race,Malay,Like the Native Americans when the Europeans came�.,0,"['native', 'european']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
453,453,389,Race,Malay,"Their land, culture, livelihood� all gone.",0,"['land', 'culture', 'go']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
454,454,390,Race,Multiple,Ask any orang asli.. they see all of us as pendatang disturbing their routine.. in all way.. ?,0,"['see', 'pendatang', 'disturb', 'routine', 'way']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
455,455,390,Race,Multiple,?..,0,[],"['else', 'let', '', '', '', '', '', '', '', '']"
456,456,391,Religion,Islam,"How come we're able to police people who want to eat during the day in Ramadan, but we're not able to police people smoking at eateries?",0,"['come', 'able', 'police', 'people', 'want', 'eat', 'unable', 'police', 'people', 'smoking', 'artery']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
457,457,392,Religion,Islam,"They're your people (carrying out God's commandments), you tell us why.",0,"['people', 'carry', 'commandment', 'tell']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
458,458,393,Race,Indian,"You can build world class infra,  but you can't eliminate third class mentality",0,"['build', 'world', 'class', 'infra', 'eliminate', 'third', 'class', 'mentality']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
459,459,394,Race,Indian,Strict Social Credit System should be applied in India.,0,"['strict', 'social', 'credit', 'system', 'apply']","['worker', 'british', 'foreign', 'sector', 'work', 'local', 'private', 'citizen', 'want', 'always']"
460,460,394,Race,Indian,Look  bad social credit score can make one's life a hell in China.,0,"['take', 'bad', 'social', 'credit', 'score', 'make', 'life', 'hell']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
461,461,394,Race,Indian,We need this system ASAP.,0,"['need', 'system', 'asap']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
462,462,394,Race,Indian,At least for 2 generations.,0,"['least', 'generation']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
463,463,395,Race,Indian,I'm sick of seeing all these filthy #Indians  spamming the comment sections under posts,0,"['sick', 'see', 'filthy', 'slamming', 'comment', 'section', 'post']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
464,464,396,Gender,Female,These whores always want BBC,1,"['shore', 'always', 'want']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
465,465,397,Gender,Female,"I had to endure watching those whores brag on about how they lost their virginity at 14-15 or younger, whilst I was rotting on Vidya, YouTube, fapping, and desperately researching ways online to improve my social skills, clothing styles, etc.",0,"['endure', 'watch', 'shore', 'brag', 'lose', 'younger', 'trot', 'idea', 'youtube', 'tap', 'desperately', 'search', 'way', 'online', 'improve', 'social', 'skill', 'clothing', 'style', 'etc']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
466,466,398,Race,Indian,def raped by an indian,1,['indian'],"['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
467,467,400,Religion,Islam,Mohammed burning in hell fire !,1,"['burn', 'hell', 'fire']","['burn', 'hell', 'slaughter', 'fire', 'special', 'bomb', 'anger', 'guilty', 'retaliation', 'privileged']"
468,468,400,Religion,Islam,!,1,[],"['else', 'let', '', '', '', '', '', '', '', '']"
469,469,401,Religion,Christianity,Those Christians are kuffar,0,"['christian', 'suffer']","['christian', 'tetanic', 'mercilessness', 'stupid', 'mix', 'brainlet', 'irredeemably', 'circumcize', 'incompatible', 'illuminst']"
470,470,402,Religion,Islam,i want to ask muslims that why has islam failed to teach them morality?,0,"['want', 'ask', 'fail', 'teach', 'morality']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
471,471,403,Religion,Islam,Muslims are the single most reason for most of the miseries in the world.,1,"['single', 'reason', 'series', 'world']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
472,472,405,Religion,Islam,Teachings of a Pedophile Prophet maybe.,1,"['teaching', 'prophet', 'maybe']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
473,473,406,Gender,Female,You never had a chance man unless you're 6'4 women treat you like you're invisible.,0,"['never', 'chance', 'man', 'woman', 'treat', 'invisible']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
474,474,409,Gender,Female,"Men can reproduce easily and painlessly just by planting their seed in the female, whereas the female has to carry the child in hER womb for 9 months followed by painful childbirth, so the �cost of reproduction� is much highER for women, hence they have much highER standards when it comes to mate selection based on their biological programming (hence when it comes to mate selection based on genetic quality",0,"['man', 'reproduce', 'easily', 'painlessly', 'plant', 'seed', 'female', 'female', 'carry', 'child', 'womb', 'month', 'follow', 'painful', 'childbirth', 'much', 'high', 'woman', 'hence', 'much', 'high', 'standard', 'come', 'mate', 'selection', 'base', 'biological', 'programming', 'hence', 'come', 'mate', 'selection', 'base', 'genetic', 'quality']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
475,475,410,Gender,Female,ThERe is also plenty of historic evidence of womens' treachorous nature and their �lack of loyalty�,0,"['also', 'plenty', 'historic', 'evidence', 'woman', 'treacherous', 'nature']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
476,476,411,Gender,Female,"Assume she has a boyfriend or has casual sex with people a lot more attractive than you, that's nearly always the case unless they're too picky for their own looks.",0,"['assume', 'boyfriend', 'casual', 'sex', 'people', 'lot', 'attractive', 'nearly', 'always', 'case', 'pick', 'look']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
477,477,412,Religion,Islam,"Its called ""honor killing"", its done by a brother (like in this case) or other male relative like uncle or cousin",0,"['call', 'honor', 'kill', 'do', 'brother', 'case', 'male', 'relative']","['kill', 'hopefully', 'death', 'die', 'single', 'start', 'massacre', 'minute', 'neck', 'hussy']"
478,478,413,Religion,Islam,"Muslims love goats so much, they end up marrying them",1,"['love', 'goat', 'much', 'end', 'marry']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
479,479,415,Religion,Islam,"These muslim woman looks like trashbags, no wonder they are disposable carbage",1,"['woman', 'look', 'trashbag', 'wonder', 'disposal', 'cabbage']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
480,480,416,Religion,Islam,Islam is a religion of peace,0,"['slam', 'religion', 'peace']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
481,481,417,Religion,Islam,"Before you start whining about Islam or some other silly thing, even they don't hate women.",0,"['start', 'whine', 'slam', 'silly', 'thing', 'even', 'hate', 'woman']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
482,482,417,Religion,Islam,"You'd have to listen to those men to find that out, which is clearly not on the menu.",0,"['listen', 'man', 'find', 'clearly', 'menu']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
483,483,418,Race,Indian,you're not superior to other races just because you're indian,0,[],"['else', 'let', '', '', '', '', '', '', '', '']"
484,484,419,Gender,Female,There was a fight between some white girls.,0,"['fight', 'white', 'girl']","['girl', 'gun', 'guy', 'lose', 'rape', 'safeguard', 'prick', 'multiple', 'fool', 'princess']"
485,485,420,Race,Indian,Definitely indians.,1,"['definitely', 'indian']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
486,486,420,Race,Indian,"They do this shit all the time, and then sell the stuff they stole to pawn shops.",1,"['shit', 'time', 'sell', 'stuff', 'stole', 'pawn', 'shop']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
487,487,423,Gender,Female,Females have no shame.,1,['honor'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
488,488,423,Gender,Female,They should feel embarrassed and ASHAMED to talk to fit men.,1,"['feel', 'embarrassed', 'ashamed', 'talk', 'fit', 'man']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
489,489,426,Race,Malay,The vast majority of women who work here are Malay women,0,"['vast', 'majority', 'woman', 'work', 'malay', 'woman']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
490,490,427,Gender,Male,Those 1000 tinder matches don't mean much because most men swipe right on everyone AND a Tinder right swipe does not mean a long term relationship.,0,"['tinder', 'match', 'mean', 'much', 'man', 'wipe', 'right', 'hinder', 'right', 'wipe', 'mean', 'long', 'term', 'relationship']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
491,491,428,Race,Malay,May 13 happens because Meleis heard rumours that someone who won the election kill  meleis.,0,"['happen', 'hear', 'rumour', 'election', 'kill', 'mile']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
492,492,428,Race,Malay,Rumours bro rumours.,0,"['tumour', 'brow', 'rumour']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
493,493,429,Race,Multiple,"The winning party, which originally is the opposition, won and was celebrating on the street.",0,"['win', 'party', 'originally', 'opposition', 'celebrate', 'street']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
494,494,429,Race,Multiple,Winning party consist of multiracial groups of ppl.,0,"['win', 'party', 'consist', 'multiracial', 'group', 'pp']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
495,495,430,Religion,Multiple,Then havoc happen due to the rumours.,0,"['havoc', 'happen', 'due', 'rumour']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
496,496,430,Religion,Multiple,People start to go hysteria about it and start killing ppl everywhere they go as long as they are not Muslim or meleis.,0,"['people', 'start', 'go', 'start', 'kill', 'everywhere', 'go', 'long', 'gain', 'mile']","['kill', 'hopefully', 'death', 'die', 'single', 'start', 'massacre', 'minute', 'neck', 'hussy']"
497,497,432,Religion,Islam," He drinks and gamble with his Chinese friend, which is not align with muse slim teaching.",0,"['drink', 'gamble', 'chinese', 'friend', 'skew', 'slim', 'teaching']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
498,498,433,Religion,Multiple,"The issue of religion idiocy, racism and  extremist, all being manipulate by ppl.",0,"['issue', 'religion', 'idiocy', 'racism', 'extremist', 'manipulate', 'pp']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
499,499,434,Race,Malay,"why those malays who are aware of the issues in Malaysia decide to send their kids to Chinese schools, international school and private schools",0,"['aware', 'issue', 'decide', 'kiss', 'chinese', 'school', 'international', 'school', 'private', 'school']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
500,500,436,Race,Malay,Typical malays... Driving dangerously,1,"['typical', 'malay', 'drive', 'dangerously']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
501,501,437,Race,Unknown,Don't play racial card here.,0,"['play', 'racial', 'card']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
502,502,438,Gender,Female,Dont underestimate foid ability to appear as pure and innocent.,1,"['underestimate', 'food', 'ability', 'appear', 'pure', 'innocent']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
503,503,438,Gender,Female,They evolved for millions of years to dupe and manipulate men.,1,"['evolve', 'year', 'dupe', 'manipulate', 'man']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
504,504,439,Race,Chinese,"Not only Malays do that, Chinese also do the same",0,"['always', 'also']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
505,505,441,Race,Malay,Why arson case not arrested?,1,"['arson', 'case', 'arrest']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
506,506,441,Race,Malay,Because chimpanzee malays are behind it?,1,['behind'],"['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
507,507,442,Race,Chinese,Anwar is weak.,1,"['war', 'weak']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
508,508,442,Race,Chinese,He has allowed Chinese to control the country and destroy our lives,1,"['allow', 'chinese', 'control', 'country', 'destroy', 'life']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
509,509,443,Race,Malay,"Its special privileged race arson nothing to see here , special race has been spoilt since independence and no PM in history had any guts to change that",0,"['special', 'privileged', 'race', 'arson', 'see', 'special', 'race', 'spoil', 'independence', 'history', 'gun', 'change']","['burn', 'hell', 'slaughter', 'fire', 'special', 'bomb', 'anger', 'guilty', 'retaliation', 'privileged']"
510,510,445,Religion,Buddhism,iam just tired of listening to buddhism preaching,0,"['tired', 'listen', 'buddhist', 'preaching']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
511,511,446,Religion,Christianity,This priest is only talk no action,0,"['talk', 'action']","['talk', 'call', 'conversation', 'aggressive', 'feel', 'interaction', 'bs', 'voice', 'uncomfortable', 'impression']"
512,512,447,Race,Chinese,The supermarket owner is a typical kapitalis babi,1,"['supermarket', 'owner', 'typical', 'capital', 'baby']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
513,513,450,Race,Malay,melei men don't have the brain capacity to feel sympathy or empathy toward anyone.,1,"['man', 'brain', 'capacity', 'feel', 'sympathy', 'empty']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
514,514,450,Race,Malay,"that's why they're ugly, kepam, and uncouth lol",1,"['ugly', 'keep', 'uncouth']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
515,515,452,Race,Chinese,"Always chinese, selfish",1,"['always', 'chinese', 'selfish']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
516,516,454,Religion,Islam,One of those things many can never comprehend.,0,"['thing', 'many', 'never', 'comprehend']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
517,517,454,Religion,Islam,Merokok adalah haram.,0,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
518,518,454,Religion,Islam,National Fatwa Council decision years ago.,0,"['decision', 'year', 'ago']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
519,519,454,Religion,Islam,"Yet, many Muslims blatantly smoke.",0,"['meet', 'many', 'muslim', 'blatantly', 'smoke']","['muslim', 'islamic', 'believe', 'logic', 'eat', 'rape', 'christian', 'majority', 'interfere', 'blatantly']"
520,520,455,Race,Malay,Typical malay muslim extrimists...,0,"['typical', 'malay', 'muslin', 'extremist']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
521,521,456,Race,Indian,"I told you, the robber is an Indian.",1,['tell'],"['tell', 'truth', 'imagine', 'say', 'real', 'apparently', 'mal', 'be', 'confidently', 'flat']"
522,522,456,Race,Indian,They always rob others.,1,"['always', 'rob', 'other']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
523,523,457,Race,Indian,"Don't get into my house, you flithy cow",1,"['get', 'house', 'filthy', 'cow']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
524,524,458,Religion,Islam,Every one of them is a ticking bomb.,1,"['tick', 'bomb']","['burn', 'hell', 'slaughter', 'fire', 'special', 'bomb', 'anger', 'guilty', 'retaliation', 'privileged']"
525,525,459,Religion,Islam,This is not the teaching of Islam,0,"['teaching', 'slam']","['slam', 'threaten', 'child', 'nearest', 'prohibit', 'gambling', 'gerard', 'explain', 'lawsuit', 'violent']"
526,526,462,Gender,Female,All females r hoes,1,['hoe'],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
527,527,464,Gender,Female,fuck girls and rape in front of him,1,"['fuck', 'girl', 'rape', 'front']","['girl', 'gun', 'guy', 'lose', 'rape', 'safeguard', 'prick', 'multiple', 'fool', 'princess']"
528,528,465,Race,Chinese,kill the chinese.,1,"['kill', 'chinese']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
529,529,465,Race,Chinese,burn their house.,1,"['burn', 'house']","['burn', 'hell', 'slaughter', 'fire', 'special', 'bomb', 'anger', 'guilty', 'retaliation', 'privileged']"
530,530,465,Race,Chinese,that is not your family.,1,['family'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
531,531,467,Race,Indian,Don't rent your room to Indians.,1,"['rent', 'room', 'indian']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
532,532,467,Race,Indian,They will trash it.,1,['trash'],"['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
533,533,468,Race,Indian,Shooting up places seems to be indian shit,1,"['shooting', 'place', 'seem', 'indian', 'shit']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
534,534,469,Religion,Multiple,All agama teach to love not destroy,0,"['teach', 'love', 'destroy']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
535,535,470,Religion,Islam,"Sorry, non-muslims.",0,[],"['else', 'let', '', '', '', '', '', '', '', '']"
536,536,470,Religion,Islam,Islam doesn't teach people to do such awful actions.,0,"['teach', 'people', 'awful', 'action']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
537,537,472,Gender,Male,Stay strong men,0,"['stay', 'strong', 'man']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
538,538,473,Gender,Female,All women matters,0,"['woman', 'matter']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
539,539,474,Race,Multiple," I love the China's one child policy and hate Arabs,Blacks, Indians, and Latinos, I hate that they have too many kids",1,"['love', 'child', 'policy', 'hate', 'grab', 'lack', 'nation', 'hate', 'many', 'kiss']","['hate', 'teach', 'king', 'babyaske', 'annoying', 'straight', 'drinking', 'drunk', 'wince', 'much']"
540,540,475,Race,Indian,Beat the fuck out of these indians that's gross as fuck,1,"['fuck', 'gross', 'fuck']","['disgusting', 'birch', 'dirty', 'section', 'fuck', 'smell', 'sick', 'highly', 'street', 'dress']"
541,541,477,Gender,Female,Let's give our full support to women.,0,"['meet', 'give', 'full', 'support', 'woman']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
542,542,478,Race,Unknown,"Remember who owns this land, if you don't have manners we will deport you out!",1,"['remember', 'own', 'land', 'manner', 'report']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
543,543,479,Religion,Multiple,I don't like what's becoming of these extremists.,0,"['become', 'extremist']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
544,544,479,Religion,Multiple,But I really have noticed how many of these ppl from other religions are acting in Facebook and even Twitter,0,"['really', 'notice', 'many', 'pp', 'religion', 'act', 'facebook', 'even', 'twitter']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
545,545,480,Gender,Female,Woman will always cheat on men with some thugs.,1,"['woman', 'always', 'cheat', 'man', 'thus']","['woman', 'man', 'sex', 'female', 'feminist', 'look', 'want', 'marry', 'love', 'rate']"
546,546,480,Gender,Female,They deserved to get beat to death.,1,"['deserved', 'beat', 'death']","['kill', 'hopefully', 'death', 'die', 'single', 'start', 'massacre', 'minute', 'neck', 'hussy']"
